173
300
240	2
239	2
238	2
237	4
236	3
234	6
233	2
231	2
229	2
228	3
227	3
226	4
225	5
224	2
223	5
222	5
221	3
220	1
219	4
218	5
217	1
216	5
215	7
214	6
213	2
212	2
211	4
210	2
209	2
208	1
207	2
206	2
205	1
204	1
203	1
202	5
201	5
200	2
199	4
198	2
197	2
196	4
195	2
194	5
193	3
192	3
191	4
190	2
189	3
188	3
187	2
186	2
185	4
184	1
183	5
182	2
181	4
179	1
178	2
177	5
176	3
175	2
174	2
173	1
172	3
171	3
170	3
169	1
168	5
167	3
166	1
165	1
164	4
163	3
162	3
161	1
160	5
159	2
158	3
157	3
156	5
155	4
154	5
153	4
152	1
151	3
150	1
149	2
148	2
147	4
146	4
145	4
144	2
143	3
142	2
141	2
140	1
139	2
138	3
137	1
136	4
134	2
133	2
132	3
131	2
130	3
129	3
128	5
127	2
126	1
125	2
124	2
123	2
122	4
121	3
118	3
117	5
116	3
115	2
114	2
113	2
112	1
111	2
110	3
109	2
108	2
107	2
106	4
105	2
104	5
103	1
102	4
101	7
100	4
99	4
98	5
96	2
95	5
94	5
93	3
92	3
91	1
90	2
89	3
88	3
87	4
86	5
85	2
84	3
83	4
82	2
81	3
80	2
79	3
78	5
77	2
76	4
75	4
74	2
73	2
72	6
71	3
70	1
69	4
68	2
67	2
66	3
65	2
64	2
63	2
62	2
61	2
60	2
