168
300
210	3
209	2
208	2
207	6
206	3
205	3
204	4
203	2
202	4
201	4
200	2
199	2
198	9
197	4
196	1
195	3
194	3
193	6
192	2
191	4
190	6
189	3
188	1
187	3
186	4
185	2
184	1
183	4
182	2
181	1
180	4
179	3
178	2
177	6
176	5
175	8
174	1
173	5
172	5
171	4
169	4
168	3
167	6
166	4
165	3
164	4
163	1
162	4
160	2
159	3
158	3
157	1
156	4
155	3
154	3
153	1
152	3
150	4
148	3
147	1
146	4
145	1
144	3
143	2
142	2
141	4
140	2
139	1
138	2
137	1
136	2
135	3
134	2
133	4
132	3
130	4
129	3
128	6
127	3
126	4
125	1
124	4
121	1
120	2
119	2
118	1
117	2
116	3
115	1
114	3
113	1
112	1
111	4
110	3
109	1
108	1
107	4
105	3
104	6
103	3
102	4
101	5
100	2
99	6
98	3
97	3
96	2
95	2
94	3
93	4
92	3
91	2
90	2
88	3
87	3
86	3
85	4
84	1
83	3
82	4
81	1
80	2
79	5
78	2
77	3
76	3
75	4
74	2
73	4
69	2
68	4
67	2
66	5
65	1
64	3
63	3
62	3
61	3
60	1
59	1
58	2
57	3
56	2
55	4
54	2
53	5
52	4
51	4
50	2
49	6
48	3
47	2
46	2
44	3
43	4
42	2
41	5
40	1
39	3
38	5
37	1
36	4
35	1
34	4
33	2
32	2
31	3
30	1
