96
150
120	4
118	2
117	5
116	1
115	5
114	5
113	5
112	4
111	3
110	4
109	4
107	4
106	4
104	6
103	8
102	4
101	4
100	1
99	5
98	3
97	4
95	8
94	5
93	3
92	3
90	3
88	3
87	2
86	2
85	6
84	3
83	1
81	2
80	1
79	3
78	2
77	4
76	4
75	1
74	2
73	5
72	4
71	2
70	2
69	2
68	2
67	3
66	3
65	4
64	2
63	4
62	2
61	2
60	3
59	1
58	4
57	1
56	2
55	4
54	2
53	2
52	1
51	2
50	1
49	2
48	4
47	5
45	1
44	4
43	2
42	3
41	3
40	4
38	2
37	2
36	2
35	4
34	3
33	4
32	3
31	6
30	3
29	3
28	2
27	2
26	3
25	1
24	4
23	6
22	3
21	3
20	2
19	3
18	3
17	4
16	1
