194
400
320	5
319	2
318	1
317	1
316	2
315	1
314	1
313	1
312	2
311	1
310	2
309	1
308	1
303	1
302	1
301	1
300	2
296	1
295	1
294	1
293	1
292	3
291	1
290	1
289	1
288	1
287	2
286	1
285	2
284	2
283	1
281	1
280	4
279	1
278	1
275	2
274	6
273	1
271	1
270	1
267	3
262	2
260	3
259	2
257	1
255	3
254	1
253	2
252	1
251	1
250	1
248	1
247	1
246	1
245	2
244	1
243	2
242	1
241	2
238	1
237	1
235	2
233	1
232	1
231	1
230	2
228	1
227	2
226	1
225	2
224	1
223	1
221	1
220	1
218	1
217	3
216	3
213	1
212	1
211	1
210	1
207	2
205	2
204	1
203	2
202	2
201	1
200	1
197	3
196	1
195	2
194	1
193	1
192	2
191	2
189	1
188	1
187	2
184	1
181	2
179	1
176	2
175	1
172	4
170	5
169	1
168	1
167	1
166	1
164	2
163	1
162	1
159	1
156	3
155	1
154	1
153	1
152	1
149	1
147	3
146	1
145	1
144	1
143	2
142	1
141	1
139	1
138	3
137	2
136	2
135	1
134	2
132	1
128	2
127	2
126	2
125	1
122	1
121	1
119	1
118	2
117	1
115	3
114	2
112	1
110	2
108	2
107	1
106	1
105	1
102	1
100	1
99	2
98	1
97	3
95	3
94	1
93	1
91	1
90	1
88	2
87	2
84	2
83	1
82	3
80	1
79	2
78	2
77	1
76	1
75	2
74	1
71	1
70	1
67	1
66	2
65	2
64	4
63	1
62	1
61	1
60	2
59	1
57	1
55	1
53	1
52	1
51	2
49	1
47	1
45	3
43	2
42	2
41	1
