167
750
591	1
584	1
582	1
581	2
579	1
569	1
568	3
561	1
560	2
556	1
555	1
551	1
550	1
549	1
548	1
546	2
545	1
542	1
533	1
531	2
529	1
528	2
526	1
525	1
521	3
517	1
515	1
511	1
507	1
506	1
505	2
504	1
502	2
501	1
498	1
496	1
490	1
482	1
481	2
480	1
479	1
474	1
470	1
466	1
462	1
459	1
458	1
457	1
455	1
452	1
440	2
435	1
434	1
430	1
429	1
426	3
424	1
419	1
418	1
411	1
408	1
404	1
402	1
400	1
397	1
394	1
389	1
382	2
380	2
377	1
370	2
369	1
367	2
364	1
363	1
356	1
355	1
350	1
345	1
341	2
340	2
331	1
327	1
325	1
314	1
313	1
299	3
296	2
286	1
285	2
280	1
272	1
271	1
269	1
268	1
267	1
263	1
260	1
259	1
258	1
256	1
252	1
244	1
242	1
237	1
231	1
230	1
226	2
223	1
221	1
218	1
215	1
214	1
206	1
204	2
202	1
197	1
196	1
195	1
193	1
192	2
189	1
188	1
187	1
186	1
184	1
182	1
180	1
179	1
174	1
173	1
168	3
163	1
162	2
160	1
158	1
153	1
152	1
151	1
150	1
148	2
146	1
145	1
142	1
139	1
138	1
132	1
131	1
129	1
126	1
121	1
118	1
113	1
112	1
101	1
100	1
97	1
94	1
92	1
91	1
87	1
86	1
85	1
84	1
83	1
81	1
79	2
