217
500
350	4
349	1
348	1
347	3
346	2
344	2
343	1
342	1
341	2
340	1
338	2
337	1
336	6
335	5
334	3
333	1
332	1
331	2
330	3
329	3
328	1
327	2
326	2
325	2
323	1
322	2
321	2
320	1
319	1
318	2
317	2
315	2
314	4
313	2
311	3
310	2
309	6
308	2
307	3
306	1
305	2
304	3
303	3
302	1
301	2
300	3
299	1
298	1
296	2
295	6
294	1
293	3
291	2
290	3
289	5
288	1
287	2
286	4
285	4
284	5
283	3
282	3
281	2
279	3
278	5
277	3
276	1
275	1
274	2
273	3
272	4
271	1
270	1
269	2
268	4
267	3
265	3
264	2
263	2
262	3
259	1
258	5
257	3
255	1
253	1
252	4
251	2
250	2
249	2
248	3
247	2
246	1
245	2
244	2
243	4
242	3
241	2
240	4
239	3
238	4
237	1
236	1
234	4
233	3
232	3
231	1
230	2
229	4
228	1
227	2
226	1
225	1
224	3
223	3
222	2
221	1
220	3
218	5
217	3
216	4
214	3
213	1
212	2
211	1
210	3
209	2
207	3
206	4
205	2
204	2
203	2
201	2
200	2
198	5
197	2
195	3
193	2
192	3
191	3
190	1
189	4
188	1
186	3
184	3
183	2
181	2
180	2
179	2
178	1
177	3
175	1
174	3
173	3
172	2
171	1
170	5
169	3
168	1
167	2
166	2
165	4
163	2
162	3
161	3
160	4
158	1
157	3
156	2
155	2
153	5
152	4
150	1
149	2
148	1
147	1
146	1
145	2
144	2
143	1
141	1
140	3
139	2
138	2
137	3
136	1
135	3
134	2
132	2
131	1
130	2
129	2
128	4
127	1
126	1
125	1
124	1
123	1
122	1
120	3
119	2
118	1
117	1
116	3
115	2
114	2
113	1
112	2
111	2
110	3
109	3
108	2
106	1
105	1
104	1
102	2
101	2
100	2
