237
400
320	6
319	2
318	7
317	3
316	6
315	3
313	9
312	6
311	2
310	4
309	5
308	4
307	5
306	4
305	6
304	3
303	8
302	1
301	4
300	4
299	5
298	5
297	2
296	9
295	4
294	2
293	6
292	2
291	3
290	6
289	4
288	7
287	6
286	3
285	5
284	5
283	3
282	2
281	6
280	3
279	3
278	7
277	5
276	2
275	3
274	1
273	6
272	5
271	4
270	4
269	2
268	4
267	3
266	9
265	7
264	5
263	4
262	3
261	4
260	1
259	7
258	9
257	8
256	8
255	2
254	6
253	6
252	7
251	6
250	4
249	2
248	4
247	3
246	2
245	2
244	5
243	10
242	6
241	3
240	5
239	4
238	6
237	4
236	4
235	5
234	6
233	5
232	5
231	5
230	3
229	1
228	6
227	3
226	4
225	6
224	1
223	2
222	5
221	2
220	6
219	5
218	5
217	6
216	2
215	1
214	9
213	1
212	4
211	4
210	8
209	7
208	7
207	1
206	6
205	1
204	6
203	3
202	7
201	2
200	6
199	4
197	7
196	1
195	3
194	2
193	2
192	4
191	3
190	2
189	3
188	6
187	3
186	3
185	5
184	8
183	6
182	4
181	7
180	3
179	5
178	3
177	4
176	5
175	6
174	4
173	4
172	4
171	4
170	2
169	5
168	3
167	2
166	2
165	5
164	7
163	4
162	2
161	3
160	4
159	2
158	2
157	7
156	3
155	4
154	1
153	3
152	4
151	4
150	5
149	5
148	1
147	8
146	3
145	4
144	3
143	2
142	6
141	3
140	10
139	8
138	4
135	4
134	3
133	2
132	3
131	7
130	2
129	1
128	2
127	6
126	5
125	3
124	5
123	3
122	2
121	1
120	4
119	5
118	4
117	6
116	5
115	4
114	9
113	6
112	5
111	6
110	2
109	3
108	4
107	6
106	5
105	1
104	3
103	5
102	7
101	1
100	5
99	4
98	7
97	2
96	3
95	2
94	2
93	2
92	6
91	2
90	3
89	2
88	2
87	3
86	5
85	5
84	2
83	3
82	3
81	7
80	3
