267
750
599	1
597	1
593	1
591	2
590	1
589	1
588	1
584	1
583	2
582	1
580	1
579	1
578	1
577	1
576	1
575	1
574	1
573	2
571	1
570	1
567	1
566	1
565	1
563	1
562	1
561	1
557	1
556	3
555	1
550	1
549	1
548	1
546	1
544	2
543	1
542	2
541	1
534	1
533	1
530	1
529	1
528	1
527	3
526	1
525	1
523	1
521	3
517	2
514	2
512	2
511	2
510	1
509	1
506	1
505	2
502	1
501	1
499	2
497	3
493	1
492	2
490	1
489	3
488	3
487	2
485	3
484	1
479	1
475	3
474	1
473	1
470	1
468	2
467	1
466	2
465	1
464	3
463	1
461	2
459	1
458	1
457	2
456	2
455	1
454	2
453	2
452	2
451	2
448	2
447	3
446	2
445	5
442	1
441	2
440	1
437	3
435	1
433	1
427	1
425	2
424	2
423	1
422	1
420	1
418	1
417	4
416	3
415	1
413	2
412	1
411	2
409	1
408	2
404	1
403	3
402	1
401	1
400	1
398	1
397	1
395	1
394	2
393	1
392	1
391	1
390	1
389	4
387	2
386	1
385	2
384	3
381	1
379	1
378	1
376	1
374	2
371	2
370	2
368	2
367	2
365	1
364	1
363	1
361	1
360	1
359	2
358	1
357	1
356	1
354	2
352	1
349	1
348	2
346	1
343	1
342	2
340	2
337	3
336	1
335	2
334	2
333	2
331	1
329	1
328	2
327	2
326	3
324	1
322	1
321	3
319	1
318	1
316	1
315	1
313	1
312	2
311	1
310	1
309	1
308	1
307	1
306	2
305	1
304	2
303	1
302	1
298	1
295	1
294	2
292	2
291	1
290	1
287	1
286	1
284	1
281	1
280	1
278	1
273	1
272	1
270	1
267	2
266	1
264	2
262	1
261	1
257	2
256	1
254	2
253	2
250	1
249	2
248	1
246	1
245	4
241	2
240	2
239	1
237	1
235	1
234	1
233	2
231	1
229	5
226	1
225	1
224	1
222	1
220	1
219	1
218	1
215	1
212	1
211	1
210	3
209	2
204	1
203	2
202	1
200	1
196	1
194	2
192	1
190	2
189	3
188	2
186	2
185	1
182	2
181	1
180	1
177	2
175	2
173	1
169	1
167	2
164	2
163	1
161	3
159	1
158	1
155	1
154	1
153	1
152	2
151	1
150	3
