106
150
120	5
119	1
118	2
117	5
116	4
115	1
114	3
113	3
112	6
111	1
110	4
109	1
108	1
107	4
106	2
105	4
104	4
103	1
102	3
101	5
100	3
99	3
98	4
97	2
96	9
95	4
94	4
93	3
92	3
91	5
90	1
89	1
88	4
87	7
86	7
85	1
84	3
83	1
82	4
81	3
80	3
79	7
78	6
77	7
76	4
75	4
74	2
73	2
72	3
71	9
70	2
69	3
68	9
67	7
66	5
65	2
64	4
63	5
62	2
61	1
60	4
59	5
58	1
57	4
56	4
55	3
54	1
53	3
52	8
51	3
50	4
49	13
48	1
47	3
46	7
45	2
44	4
43	6
42	1
41	2
40	3
39	3
38	2
37	8
36	1
35	7
34	6
33	3
32	3
31	2
30	5
29	4
28	4
27	4
26	3
25	1
24	9
23	8
22	5
21	4
20	2
19	4
18	3
17	4
16	2
15	2
